0,0.20798,0.20798
0.0273,0.21445,0.21643
0.03859,0.21497,0.24181
0.05594,0.25543,0.29583
0.0678,0.284,0.35376
0.08602,0.25857,0.45457
0.09848,0.37615,0.66346
0.11119,0.45683,0.69154
0.11765,0.43386,0.72919
0.13076,0.46457,
0.15094,0.58252,0.93814
0.18605,,
