x,y
4.050125313283207962e-02,3.182389985909332419e-01
4.090225563909774542e-02,3.195255497467171524e-01
4.130325814536341122e-02,3.208166174680223692e-01
4.170426065162907703e-02,3.221122255804474421e-01
4.210526315789473589e-02,3.234123980774640805e-01
4.250626566416040170e-02,3.247171591218991349e-01
4.290726817042606750e-02,3.260265330474308443e-01
4.330827067669173330e-02,3.273405443601017373e-01
4.370927318295739217e-02,3.286592177398478531e-01
4.411027568922305797e-02,3.299825780420430066e-01
4.451127819548872377e-02,3.313106502990614821e-01
4.491228070175438958e-02,3.326434597218560496e-01
4.531328320802005538e-02,3.339810317015527996e-01
4.571428571428571425e-02,3.353233918110642975e-01
4.611528822055138005e-02,3.366705658067185580e-01
4.651629072681704585e-02,3.380225796299072272e-01
4.691729323308271166e-02,3.393794594087503058e-01
4.731829573934837052e-02,3.407412314597788039e-01
4.771929824561403632e-02,3.421079222896374339e-01
4.812030075187970213e-02,3.434795585968026255e-01
4.852130325814536793e-02,3.448561672733230221e-01
4.892230576441102680e-02,3.462377754065754654e-01
4.932330827067669260e-02,3.476244102810422953e-01
4.972431077694235840e-02,3.490160993801074696e-01
5.012531328320802421e-02,3.504128703878722217e-01
5.052631578947368307e-02,3.518147511909908709e-01
5.092731829573934887e-02,3.532217698805267814e-01
5.132832080200501468e-02,3.546339547538280290e-01
5.172932330827068048e-02,3.560513343164254940e-01
5.213032581453634628e-02,3.574739372839502716e-01
5.253132832080200515e-02,3.589017925840726209e-01
5.293233082706767095e-02,3.603349293584637292e-01
5.333333333333333676e-02,3.617733769647771269e-01
5.373433583959900256e-02,3.632171649786541945e-01
5.413533834586466142e-02,3.646663231957508189e-01
5.453634085213032723e-02,3.661208816337872540e-01
5.493734335839599303e-02,3.675808705346204075e-01
5.533834586466165884e-02,3.690463203663401637e-01
5.573934837092731770e-02,3.705172618253886885e-01
5.614035087719298350e-02,3.719937258387037704e-01
5.654135338345864931e-02,3.734757435658860869e-01
5.694235588972431511e-02,3.749633464013917838e-01
5.734335839598997397e-02,3.764565659767487582e-01
5.774436090225563978e-02,3.779554341627990866e-01
5.814536340852130558e-02,3.794599830719663225e-01
5.854636591478697139e-02,3.809702450605488844e-01
5.894736842105263719e-02,3.824862527310393667e-01
5.934837092731829605e-02,3.840080389344709966e-01
5.974937343358396186e-02,3.855356367727903466e-01
6.015037593984962766e-02,3.870690796012573598e-01
6.055137844611529346e-02,3.886084010308732406e-01
6.095238095238095233e-02,3.901536349308358242e-01
6.135338345864661813e-02,3.917048154310245889e-01
6.175438596491228394e-02,3.932619769245124242e-01
6.215538847117794974e-02,3.948251540701079865e-01
6.255639097744361554e-02,3.963943817949273085e-01
6.295739348370928135e-02,3.979696952969949408e-01
6.335839598997493327e-02,3.995511300478760686e-01
6.375939849624059907e-02,4.011387217953381046e-01
6.416040100250626488e-02,4.027325065660450343e-01
6.456140350877193068e-02,4.043325206682823469e-01
6.496240601503759649e-02,4.059388006947142191e-01
6.536340852130326229e-02,4.075513835251733941e-01
6.576441102756892809e-02,4.091703063294829801e-01
6.616541353383459390e-02,4.107956065703133874e-01
6.656641604010025970e-02,4.124273220060713507e-01
6.696741854636591162e-02,4.140654906938242008e-01
6.736842105263157743e-02,4.157101509922586646e-01
6.776942355889724323e-02,4.173613415646746372e-01
6.817042606516290904e-02,4.190191013820152022e-01
6.857142857142857484e-02,4.206834697259325129e-01
6.897243107769424064e-02,4.223544861918906435e-01
6.937343358395990645e-02,4.240321906923052442e-01
6.977443609022557225e-02,4.257166234597216659e-01
7.017543859649122417e-02,4.274078250500306653e-01
7.057644110275688998e-02,4.291058363457239122e-01
7.097744360902255578e-02,4.308106985591876326e-01
7.137844611528822159e-02,4.325224532360371632e-01
7.177944862155388739e-02,4.342411422584919189e-01
7.218045112781955319e-02,4.359668078487907716e-01
7.258145363408521900e-02,4.376994925726505059e-01
7.298245614035088480e-02,4.394392393427645760e-01
7.338345864661655060e-02,4.411860914223467711e-01
7.378446115288220253e-02,4.429400924287167363e-01
7.418546365914786833e-02,4.447012863369307900e-01
7.458646616541353414e-02,4.464697174834570403e-01
7.498746867167919994e-02,4.482454305698952979e-01
7.538847117794486574e-02,4.500284706667443957e-01
7.578947368421053155e-02,4.518188832172147507e-01
7.619047619047619735e-02,4.536167140410897747e-01
7.659147869674186315e-02,4.554220093386340262e-01
7.699248120300752896e-02,4.572348156945509334e-01
7.739348370927318088e-02,4.590551800819898665e-01
7.779448621553884669e-02,4.608831498666037807e-01
7.819548872180451249e-02,4.627187728106567088e-01
7.859649122807017829e-02,4.645620970771843772e-01
7.899749373433584410e-02,4.664131712342061142e-01
7.939849624060150990e-02,4.682720442589904941e-01
7.979949874686717570e-02,4.701387655423762135e-01
8.020050125313284151e-02,4.720133848931444831e-01
8.060150375939849343e-02,4.738959525424508157e-01
8.100250626566415924e-02,4.757865191483114375e-01
8.140350877192982504e-02,4.776851358001463765e-01
8.180451127819549084e-02,4.795918540233828908e-01
8.220551378446115665e-02,4.815067257841150195e-01
8.260651629072682245e-02,4.834298034938261379e-01
8.300751879699248825e-02,4.853611400141700227e-01
8.340852130325815406e-02,4.873007886618143658e-01
8.380952380952381986e-02,4.892488032133480713e-01
8.421052631578947179e-02,4.912052379102497812e-01
8.461152882205513759e-02,4.931701474639235694e-01
8.501253132832080339e-02,4.951435870607985290e-01
8.541353383458646920e-02,4.971256123674951954e-01
8.581453634085213500e-02,4.991162795360603033e-01
8.621553884711780080e-02,5.011156452092694336e-01
8.661654135338346661e-02,5.031237665259988834e-01
8.701754385964913241e-02,5.051407011266703107e-01
8.741854636591478434e-02,5.071665071587645457e-01
8.781954887218045014e-02,5.092012432824100099e-01
8.822055137844611594e-02,5.112449686760451861e-01
8.862155388471178175e-02,5.132977430421548082e-01
8.902255639097744755e-02,5.153596266130849868e-01
8.942355889724311335e-02,5.174306801569334979e-01
8.982456140350877916e-02,5.195109649835194521e-01
9.022556390977444496e-02,5.216005429504350088e-01
9.062656641604011076e-02,5.236994764691740301e-01
9.102756892230576269e-02,5.258078285113484407e-01
9.142857142857142849e-02,5.279256626149843035e-01
9.182957393483709430e-02,5.300530428909049352e-01
9.223057644110276010e-02,5.321900340292008424e-01
9.263157894736842590e-02,5.343367013057861437e-01
9.303258145363409171e-02,5.364931105890453633e-01
9.343358395989975751e-02,5.386593283465707094e-01
9.383458646616542331e-02,5.408354216519909441e-01
9.423558897243107524e-02,5.430214581918947347e-01
9.463659147869674104e-02,5.452175062728487065e-01
9.503759398496240685e-02,5.474236348285119735e-01
9.543859649122807265e-02,5.496399134268489250e-01
9.583959899749373845e-02,5.518664122774415981e-01
9.624060150375940426e-02,5.541032022389045242e-01
9.664160401002507006e-02,5.563503548264017162e-01
9.704260651629073586e-02,5.586079422192672395e-01
9.744360902255640167e-02,5.608760372687355833e-01
9.784461152882205359e-02,5.631547135057760611e-01
9.824561403508771940e-02,5.654440451490402308e-01
9.864661654135338520e-02,5.677441071129204486e-01
9.904761904761905100e-02,5.700549750157194451e-01
9.944862155388471681e-02,5.723767251879402496e-01
9.984962406015038261e-02,5.747094346806882470e-01
1.002506265664160484e-01,5.770531812741963584e-01
1.006516290726817142e-01,5.794080434864695706e-01
1.010526315789473661e-01,5.817741005820528111e-01
1.014536340852130319e-01,5.841514325809259445e-01
1.018546365914786977e-01,5.865401202675232240e-01
1.022556390977443636e-01,5.889402451998850818e-01
1.026566416040100294e-01,5.913518897189405932e-01
1.030576441102756952e-01,5.937751369579231664e-01
1.034586466165413610e-01,5.962100708519236791e-01
1.038596491228070268e-01,5.986567761475821703e-01
1.042606516290726926e-01,6.011153384129188648e-01
1.046616541353383445e-01,6.035858440473103048e-01
1.050626566416040103e-01,6.060683802916105867e-01
1.054636591478696761e-01,6.085630352384201469e-01
1.058646616541353419e-01,6.110698978425065375e-01
1.062656641604010077e-01,6.135890579313770798e-01
1.066666666666666735e-01,6.161206062160087260e-01
1.070676691729323393e-01,6.186646343017369043e-01
1.074686716791980051e-01,6.212212346993034595e-01
1.078696741854636570e-01,6.237905008360721260e-01
1.082706766917293228e-01,6.263725270674079804e-01
1.086716791979949887e-01,6.289674086882293125e-01
1.090726817042606545e-01,6.315752419447308030e-01
1.094736842105263203e-01,6.341961240462833382e-01
1.098746867167919861e-01,6.368301531775134583e-01
1.102756892230576519e-01,6.394774285105636613e-01
1.106766917293233177e-01,6.421380502175394467e-01
1.110776942355889835e-01,6.448121194831444303e-01
1.114786967418546354e-01,6.474997385175075282e-01
1.118796992481203012e-01,6.502010105692062059e-01
1.122807017543859670e-01,6.529160399384877911e-01
1.126817042606516328e-01,6.556449319906938467e-01
1.130827067669172986e-01,6.583877931698910446e-01
1.134837092731829644e-01,6.611447310127114285e-01
1.138847117794486302e-01,6.639158541624055054e-01
1.142857142857142960e-01,6.667012723831151622e-01
1.146867167919799479e-01,6.695010965743651843e-01
1.150877192982456138e-01,6.723154387857828151e-01
1.154887218045112796e-01,6.751444122320450214e-01
1.158897243107769454e-01,6.779881313080595717e-01
1.162907268170426112e-01,6.808467116043861456e-01
1.166917293233082770e-01,6.837202699228969172e-01
1.170927318295739428e-01,6.866089242926867175e-01
1.174937343358396086e-01,6.895127939862323307e-01
1.178947368421052744e-01,6.924319995358092505e-01
1.182957393483709263e-01,6.953666627501685626e-01
1.186967418546365921e-01,6.983169067314798362e-01
1.190977443609022579e-01,7.012828558925449096e-01
1.194987468671679237e-01,7.042646359742854578e-01
1.198997493734335895e-01,7.072623740635139988e-01
1.203007518796992553e-01,7.102761986109894510e-01
1.207017543859649211e-01,7.133062394497634573e-01
1.211027568922305869e-01,7.163526278138259151e-01
1.215037593984962389e-01,7.194154963570507100e-01
1.219047619047619047e-01,7.224949791724516457e-01
1.223057644110275705e-01,7.255912118117511245e-01
1.227067669172932363e-01,7.287043313052696814e-01
1.231077694235589021e-01,7.318344761821423683e-01
1.235087719298245679e-01,7.349817864908664289e-01
1.239097744360902337e-01,7.381464038201889233e-01
1.243107769423558995e-01,7.413284713203402987e-01
1.247117794486215653e-01,7.445281337246187903e-01
1.251127819548872311e-01,7.477455373713340903e-01
1.255137844611528830e-01,7.509808302261193891e-01
1.259147869674185627e-01,7.542341619046128987e-01
1.263157894736842146e-01,7.575056836955228468e-01
1.267167919799498665e-01,7.607955485840786070e-01
1.271177944862155462e-01,7.641039112758790663e-01
1.275187969924811981e-01,7.674309282211422278e-01
1.279197994987468778e-01,7.707767576393684816e-01
1.283208020050125298e-01,7.741415595444217645e-01
1.287218045112782094e-01,7.775254957700393765e-01
